"","PC1","PC2","PC3","PC4","PC5"
"2.C.7 Philosophy and Theology",-0.0777985773876866,-0.0888824205459807,-0.0994670180415187,-0.139817486778711,0.130986784036273
"2.C.8 Law and Government",-0.0974510789563624,-0.0103622648165502,0.00115876303606873,-0.0497554559490051,0.0782946819630262
"2.C.8 Public Safety and Security",-0.0341675063252343,0.100162072246393,-0.134555089892331,-0.0654373154001353,0.128013362846628
"2.C.9 Communications and Media",-0.0871284870961931,-0.0661245169480124,0.047707673685993,0.0119011059202143,0.264631801443955
"2.C.9 Telecommunications",-0.0433888371780641,0.0591100203607743,0.0494956618389123,-0.0160625771709174,0.266272136235091
"4.A.1 Estimating the Quantifiable Characteristics of Products, Events, or Information",-0.0641435507415879,0.160255541010486,0.0559429575173969,0.0328052941836996,-0.0615844229435014
"4.A.1 Getting Information",-0.128165202714993,-0.0098915658605976,0.109602183129839,-0.0750103503947644,-0.00873788843657566
"4.A.1 Identifying Objects, Actions, and Events",-0.0998634379619109,0.0546651282685094,0.0494776507717797,-0.169876790445504,-0.0644668599088681
"4.A.1 Inspecting Equipment, Structures, or Material",0.0451149465500498,0.195256031094168,-0.0758175844312306,-0.0779629075276402,-0.0301089239990817
"4.A.1 Monitor Processes, Materials, or Surroundings",-0.0523060623767329,0.135951359571507,-0.0514961568782298,-0.191782497306782,-0.0955474194576287
"4.A.2 Analyzing Data or Information",-0.115501583526101,0.0412445727992108,0.169449283787432,-0.0516797167083167,-0.0542297747898223
"4.A.2 Developing Objectives and Strategies",-0.126091075863977,0.0448163970807817,-0.00961792744071838,0.0168021175210307,0.0648189760327393
"4.A.2 Evaluating Information to Determine Compliance with Standards",-0.0964160081799141,0.0650246381169059,0.0315636758826361,-0.0974720870476469,-0.077850989730726
"4.A.2 Judging the Qualities of Things, Services, or People",-0.101787893008316,0.0625969164049976,-0.0592690183335427,-0.0161705358083065,-0.0101849160523058
"4.A.2 Making Decisions and Solving Problems",-0.126843888357016,0.0697042075012653,0.0216981450981851,-0.0685103862065836,0.0266946345880784
"4.A.2 Organizing, Planning, and Prioritizing Work",-0.133504467192131,0.012908579722959,0.0216563264933765,0.0406797125233772,0.0431890035349498
"4.A.2 Processing Information",-0.109784366416234,0.0215756830966926,0.176787904915409,-0.0658739294489881,-0.0747031300312892
"4.A.2 Scheduling Work and Activities",-0.121097505209022,0.0675433995948039,-0.0688815514615724,0.0805648778568145,0.0399621190625909
"4.A.2 Thinking Creatively",-0.0991062827501935,0.0399512325461658,0.0832016181540537,0.0306582107350488,0.193800087928902
"4.A.2 Updating and Using Relevant Knowledge",-0.118596966195216,0.0385002417103634,0.1211078136855,-0.122216480202338,0.0781614277172797
"4.A.3 Controlling Machines and Processes",0.0825716952436569,0.163492262663573,-0.086568864373521,-0.0672832197326444,-0.0418681079801425
"4.A.3 Documenting/Recording Information",-0.103154228971613,0.0142655039757896,0.0887586732793468,-0.176314322363447,-0.0591047070496752
"4.A.3 Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",-0.00916813966762272,0.175409666340476,0.0802900668642161,0.0673719482905153,0.110635754275594
"4.A.3 Handling and Moving Objects",0.102922468596162,0.109766259493643,-0.135082374800363,-0.0646638484677165,0.00821469487351374
"4.A.3 Interacting With Computers",-0.105777860202367,-0.00229664322431465,0.200594899251692,0.0117500653794287,0.0185041037933534
"4.A.3 Operating Vehicles, Mechanized Devices, or Equipment",0.0567257866472279,0.1435932725156,-0.122430529188751,-0.0599129967650124,0.118541497465731
"4.A.3 Performing General Physical Activities",0.0836674860497967,0.10436560375016,-0.156836236931525,-0.0761488865575168,0.0659737094749371
"4.A.3 Repairing and Maintaining Electronic Equipment",0.0337657095404976,0.175407467394177,0.0131637061227842,-0.0732230196569488,0.154754585625663
"4.A.3 Repairing and Maintaining Mechanical Equipment",0.071475178552267,0.178339583865416,-0.0892849395843548,-0.0505888393707836,0.0738765367960176
"4.A.4 Assisting and Caring for Others",-0.0460807094509633,-0.0395760843643911,-0.18531515257563,-0.241878127566888,-0.0607282807723473
"4.A.4 Coaching and Developing Others",-0.11487550253091,0.0436255967487364,-0.148932554242249,0.0355397452133736,-0.0387682939207535
"4.A.4 Communicating with Persons Outside Organization",-0.123891299178034,-0.0464922578443479,0.0265940674424893,0.0372489577530584,0.174676337443502
"4.A.4 Communicating with Supervisors, Peers, or Subordinates",-0.124054658154982,0.0330182858130782,0.00834262464955226,0.000703846609230015,-0.029162963376354
"4.A.4 Coordinating the Work and Activities of Others",-0.109559374665861,0.091973249202439,-0.126344713980474,0.105551685835942,-0.00502145131022881
"4.A.4 Developing and Building Teams",-0.115229302051058,0.0706614848947065,-0.117271336588116,0.0885663787317832,-0.0358154473704166
"4.A.4 Establishing and Maintaining Interpersonal Relationships",-0.128213109030457,-0.0724435749432351,-0.0255856133264772,-0.0165178211891356,0.0899158327189055
"4.A.4 Guiding, Directing, and Motivating Subordinates",-0.108111241047333,0.0793093373707604,-0.158039894848376,0.104105060887867,-0.0460002227417354
"4.A.4 Interpreting the Meaning of Information for Others",-0.122671871416832,0.0145275330732864,0.0972998546575793,-0.0947509486898175,0.0120143990647541
"4.A.4 Monitoring and Controlling Resources",-0.10024953124532,0.08065730463366,-0.103290456760929,0.142969032501474,-0.048972927513539
"4.A.4 Performing Administrative Activities",-0.116183166046695,-0.0384808828589059,-0.0393904674003134,0.0330604948379674,0.0105207725560241
"4.A.4 Performing for or Working Directly with the Public",-0.0634109218820724,-0.0995342898334045,-0.12240155969032,-0.0822133046363343,0.179065698256784
"4.A.4 Provide Consultation and Advice to Others",-0.132757338076337,0.054630003966356,-0.00375418840987851,0.0266469646021599,-0.0368387870675716
"4.A.4 Resolving Conflicts and Negotiating with Others",-0.120906034456903,-0.0122280935914715,-0.145634480304942,0.0550027757081548,0.0170080550708305
"4.A.4 Selling or Influencing Others",-0.0867552502061965,-0.014818049337421,-0.066387628318333,0.144059503983768,0.107703689349822
"4.A.4 Staffing Organizational Units",-0.109589669185013,0.0383498909656666,-0.125343589170229,0.123070252939509,-0.0684497327245354
"4.A.4 Training and Teaching Others",-0.099640355034844,0.0599307320725438,-0.116541240756113,-0.0595351664333161,-0.0274275667634684
