"noc_2016","noc_title","harm.rank16","harm.rank06","harm.rank21","diff_21_06","diff_21_16","skill_groups","rank06","rank16","rank21","skill_groups_2","Score21_comp_elec","Score21_eng_tech","Score21_telco","Score21_tech_design","Score21_programming","Score21_inter_comp","Score16_comp_elec","Score16_eng_tech","Score16_telco","Score16_tech_design","Score16_programming","Score16_inter_comp","Score06_comp_elec","Score06_eng_tech","Score06_telco","Score06_tech_design","Score06_programming","Score06_inter_comp","normalized_tech_design06","normalized_tech_design16","normalized_tech_design21","normalized_programming06","normalized_programming16","normalized_programming21","normalized_comp_elec06","normalized_comp_elec16","normalized_comp_elec21","normalized_inter_comp06","normalized_inter_comp16","normalized_inter_comp21","normalized_eng_tech06","normalized_eng_tech16","normalized_eng_tech21","normalized_telco06","normalized_telco16","normalized_telco21","normalized_tech_design_diff","normalized_programming_diff","normalized_comp_elec_diff","normalized_inter_comp_diff","normalized_eng_tech_diff","normalized_telco_diff"
2211,"Chemical technologists and technicians",159.200380935163,129.48782177263,68.7966683963121,-60.6911533763179,-90.4037125388509,2,166,181,66,"2-3",15.1697777777778,14.5436,3.136,4.11444444444444,2.74666666666667,15.5999444444444,7.9786,3.5532,0.5168,2.9256,0.93,15.7084,12.4362222222222,10.9318444444444,3.5989,7.14494444444444,1.32313333333333,9.64653333333333,0.328729903126038,0.586251851851851,0.332538133448998,0.0530192835037018,0.0435087719298246,0.141245419487325,0.407078064726347,0.235645795631268,0.484592062264066,0.33262739597943,0.534402456355093,0.515894749130301,0.332300975407319,0.117700208612923,0.460750225245232,0.150914821513231,0.02077621348685,0.154472512154489,-0.253713718402853,0.0977366475575009,0.248946266632798,-0.0185077072247913,0.343050016632308,0.133696298667639
6522,"Pursers and flight attendants",348.163293054005,279.794216323917,261.448939754533,-18.345276569384,-86.714353299472,5,357,386,307,"4-5",10.642275,6.69335,3.02005,1.154225,0.3125,6.95565,4.9776,1.0944,1.6632,0.93,0.5244,6.223,5.29385,1.52675,3.312,1.95795,0.995625,3.244875,0.0900828157349896,0.160652307692308,0.0932869144942354,0.0398956951718445,0.0245333333333333,0.016070094753564,0.165771923186075,0.142491300717361,0.336174652190446,0.108165322580645,0.206425111251725,0.22526917419626,0.042947286163464,0.0360222697617561,0.211703551895232,0.138320661621394,0.0668633867479276,0.148559310508958,-0.0673653931980723,-0.00846323857976932,0.193683351473085,0.0188440629445352,0.175681282133476,0.0816959237610307
6623,"Other sales related occupations",251.270131627953,350.106688059635,168.875764067149,-181.230923992486,-82.394367560804,6,413,310,191,"6-7",9.90013469387755,2.7163693877551,3.84462857142857,1.98015306122449,1.52380408163265,13.4766734693878,7.35366875,1.090375,2.868,1.194375,1.04805,9.462675,4.3818,0.205955555555556,2.216,1.65136666666667,0.442766666666667,7.161,0.0759773023541141,0.135496752136752,0.160040173543241,0.017742105677928,0.0490315789473684,0.0783605631286537,0.134958173980026,0.216247210176531,0.311846330916616,0.245476858345021,0.318443582322818,0.444509299243969,0.00231220828197183,0.0358885648228119,0.0855351124879478,0.0902091271443873,0.115298336455662,0.190611051478695,0.0245434214064886,0.0293289841812853,0.0955991207400849,0.12606571692115,0.0496465476651359,0.075312715023033
6321,"Chefs",265.975851545272,194.043725859037,184.355679105025,-9.68804675401202,-81.620172440247,3,254,327,210,"2-3",11.9556,5.4145,3.8306,1.96,0.75,11.6512,8.436,3.0155,2.548,1.54,0.3125,9.1123,4.7306,2.7232,1.276,2.9862,3.4569,3.925,0.137391304347826,0.245021538461538,0.158411360357557,0.138521460027168,0.0146198830409357,0.0385682274085536,0.146742435504142,0.249844018214948,0.379227148158347,0.132012622720898,0.306328641224858,0.383135952931288,0.0797568284323679,0.0998385575147158,0.171132444196287,0.0489455848009693,0.102433807980832,0.189895624383776,-0.0866101781039814,0.023948344367618,0.129383129943399,0.0768073117064299,0.0712938866815711,0.0874618164029437
3213,"Animal health technologists and veterinary technicians",239.443689704003,297.865522147577,160.065834720083,-137.799687427494,-79.37785498392,2,375,299,172,"2-3",12.2414,6.576725,3.26915,1.88,1.588125,13.712625,9.0882,2.5844,0.876,1.3125,1.215,12.3255,5.615025,2.0862,0.9163,5.1067,0.987,9.2701,0.234952841039798,0.419011282051282,0.151945590547045,0.039550082746627,0.0568421052631579,0.0816682215376123,0.176622869846075,0.270089057062948,0.38859604264191,0.319428471248247,0.417431684352838,0.452442109686909,0.0601591198567552,0.0855180111348809,0.208003661028133,0.0331556952467911,0.0352166466998464,0.161262876959167,-0.267065691504238,0.0248261162744544,0.118506985578962,0.0350104253340707,0.122485649893253,0.126046230259321
5242,"Interior designers and interior decorators",177.983796861175,68.0008193617218,99.7219401236889,31.7211207619671,-78.2618567374861,2,66,226,88,"2-3",14.875,11.935,2.5668,2.1056,1.54,17.7927,10.9242,7.689,2.743,2.1875,0.69,12.705,14.6142,4.7053,1.8042,8.7264,1.3386,20.292,0.401490683229814,0.716012307692308,0.17017906141269,0.0536390483937537,0.032280701754386,0.0791934269455635,0.48066137816398,0.327080610765692,0.474928864587021,0.705890603085554,0.4305536826309,0.589616305946628,0.140737390705087,0.255085770472635,0.377993223608238,0.0721321838071324,0.110273130020181,0.125444531329684,-0.545833246279618,0.0469127251911775,0.147848253821329,0.159062623315727,0.122907453135604,0.0151714013095027
6532,"Outdoor sport and recreational guides",277.393787498029,200.586477611968,201.989257562516,1.40277995054799,-75.404529935513,5,263,336,242,"4-5",10.64,1.1502,4.0809,1.88,0.5244,12.352,9.0848,1.72,2.8329,1.32,0.5244,5.6808,7.8231,0.6273,2.8217,7.952,1.6608,9.3148,0.365861513687601,0.652471794871795,0.151945590547045,0.0665499264697043,0.0245333333333333,0.0269669046040607,0.251223022554968,0.269983517148684,0.336100074741356,0.320995792426367,0.187677423593318,0.40669720529523,0.0152751370608975,0.0568038374147942,0.0358488890016877,0.116797773524609,0.113887258488579,0.202660388263693,-0.50052620432475,0.00243357127072737,0.0661165575926716,0.219019781701912,-0.0209549484131065,0.0887731297751139
5123,"Journalists",146.692453895081,89.6325587749314,76.9198817960079,-12.7126769789235,-69.7725720990731,1,88,161,70,"0-1",12.716,2.6312,9.5316,0.84,1.2225,11.1252,10.1775,1.3195,7.08,0.3125,0.5244,10.6314,12.9645,2.468125,8.0901,1.9926,1.923375,13.8171,0.0916770186335404,0.163495384615385,0.0678905830103816,0.0770715708234992,0.0245333333333333,0.0628662106759424,0.42492601051394,0.303902183124168,0.40415404586759,0.478860448807854,0.358854669114723,0.365451565454927,0.0719092844528948,0.0434997807571187,0.0828331408702714,0.348066759143825,0.284627692505608,0.480634413354638,-0.095604801605003,0.0383328773426091,0.100251862743422,0.00659689634020422,0.0393333601131527,0.19600672084903
8412,"Oil and gas well drilling and related workers and services operators",368.829803993883,145.016370823009,305.099291037652,160.082920214643,-63.730512956231,4,188,411,350,"4-5",6.409,7.18315,1.9893,0.75,0.515625,5.429375,3.3066,4.906,0.6528,0.1344,0,5.4934,7.839125,6.6303,1.6154,9.454,2.40195,7.8012,0.434966643662296,0.775712820512821,0.060616591973555,0.0962485524349147,0,0.0265156563433806,0.251764429639039,0.0906215369715632,0.197402410080904,0.267924263674614,0.181197680570107,0.173955032569868,0.199961235301719,0.162638355545516,0.227242300420035,0.0638443574300715,0.0262436380886527,0.095993268282732,-0.715096228539266,0.0265156563433806,0.106780873109341,-0.00724264800023913,0.0646039448745186,0.0697496301940793
9437,"Woodworking machine operators",290.5854456179,290.661627877497,227.732162848485,-62.929465029012,-62.853282769415,4,366,341,269,"4-5",4.10825625,9.51305625,0.796125,2.006875,0.848125,6.03916875,3.12795,4.550125,0.478125,1.63,0.77,3.663,3.655,5.7054,0.161,4.2849,1.3529,4.06505,0.197142857142857,0.351581538461539,0.162199897355904,0.0542120637770129,0.0360233918128655,0.0436142371611727,0.110403124450991,0.0850760352999972,0.121981047493542,0.136923211781206,0.117907810614469,0.194456608531204,0.171506100825134,0.150816679732657,0.301157831871883,0,0.0192214146157124,0.0351438989562438,-0.189381641105634,0.00759084534830724,0.0369050121935449,0.0765487979167349,0.150341152139226,0.0159224843405314
7305,"Supervisors, motor transport and other ground transit operators",302.861021415286,299.541460234088,240.727417495855,-58.814042738233,-62.133603919431,3,376,348,281,"2-3",9.443525,6.78855,2.92365,1.875,0.21375,7.902225,4.09448888888889,2.91615555555556,3.17528888888889,0.885133333333333,0.0866666666666667,4.36683333333333,3.6743,2.8055,2.44346666666667,3.2512,1.21906666666667,2.6724,0.149583620887969,0.266765128205128,0.151541479933888,0.0488492274977929,0.00405458089668616,0.0109919448114378,0.111055177912618,0.115078515143081,0.296878073246528,0.0880925666199159,0.142244305444621,0.257093507039294,0.0822888400740837,0.0965384723274147,0.214723741481923,0.100194319093022,0.12765185727163,0.143643116989086,-0.115223648271241,0.00693736391475162,0.181799558103448,0.114849201594673,0.118185269154509,0.0159912597174561
1431,"Accounting and related clerks",248.813483010713,222.00916967315,187.628015950374,-34.381153722776,-61.185467060339,4,286,307,217,"4-5",13.2343714285714,1.02040408163265,2.44654285714286,0.348804081632653,1.26341224489796,16.3828448979592,10.0345,0.3388,1.2312,0.5244,0.69,15.4967,9.581,0.372404,1.706832,2.680392,1.1016,14.951772,0.123321463077985,0.2199296,0.0281910862600495,0.0441422200138646,0.032280701754386,0.0649700943626344,0.310613943808533,0.299463298494815,0.421146933262899,0.518645582047686,0.527082490517238,0.542216260490328,0.00743310012983097,0.0109222817204587,0.0317311549570654,0.0678579831785219,0.0494962733069075,0.119311674623951,-0.191738513739951,0.0326893926082484,0.121683634768085,0.0151337699730898,0.0208088732366067,0.069815401317044
1521,"Shippers and receivers",255.635127853404,199.334511976938,194.970970537405,-4.36354143953298,-60.664157315999,5,258,315,227,"4-5",10.8644,4.387,3.9674,1.6544,1.0044,10.27,7.7284,0.9842,1.6965,0.93,1.0044,14.008,9.8658,3.82905,4.0698,3.13575,0.537425,8.977125,0.144271911663216,0.257292307692308,0.133712119681399,0.0215351603040588,0.0469894736842105,0.051650570145535,0.32023595551171,0.227879299587463,0.343456197631879,0.309155855539972,0.475607605572441,0.336699306577012,0.113779004301036,0.0323615780172471,0.138535334949177,0.171586100331864,0.0682021017423396,0.196872131370482,-0.123580188010908,0.0046610964613245,0.115576898044416,-0.138908298995429,0.10617375693193,0.128670029628143
6232,"Real estate agents and salespersons",190.639887860433,244.257550650903,130.381328232447,-113.876222418456,-60.258559627986,2,308,253,127,"2-3",14.9385,3.24,5.565,1.0044,1.0044,15.312,13.2924,0.6072,3.0228,0.69,1.035,14.4075,11.6675,0.5166,1.5168,3.1706,0.3625,13.16,0.145875316310099,0.260151794871795,0.0811777399709849,0.01452573961059,0.0484210526315789,0.051650570145535,0.381106666486479,0.40059226516593,0.477010476902299,0.455820476858345,0.489421145261731,0.506213910485396,0.0118693814261717,0.0198381588912954,0.102147126378437,0.0595160752225597,0.12152155210536,0.278346309455002,-0.17897405490081,0.00322951751395608,0.0764182117363681,0.0167927652236649,0.082308967487142,0.156824757349642
5111,"Librarians",106.661960218369,121.035090624151,47.3275643855862,-73.7075262385648,-59.3343958327828,1,137,109,45,"0-1",22.1094,3.8843,7.747,2.6772,0.9936,18.7404,18.4737,1.2556,4.366,0.75,0.8556,13.8138,15.0378,1.2963,3.6792,6.7068,0.4712,15.0718,0.308571428571429,0.550301538461539,0.216376986708802,0.0188814579434758,0.0400280701754386,0.0510951876708519,0.494972769166318,0.561425782159409,0.712081874565648,0.522854137447405,0.468892738469411,0.621478461861736,0.0358573459103243,0.0413771110431975,0.122587338045506,0.15443978156661,0.175520410378458,0.389623635807295,-0.333924551752737,0.0110671174954133,0.150656092406239,0.152585723392324,0.0812102270023084,0.214103225428837
