"noc_2016","noc_title","harm.rank16","harm.rank06","harm.rank21","diff_21_06","diff_21_16","skill_groups","rank06","rank16","rank21","skill_groups_2","Score21_comp_elec","Score21_eng_tech","Score21_telco","Score21_tech_design","Score21_programming","Score21_inter_comp","Score16_comp_elec","Score16_eng_tech","Score16_telco","Score16_tech_design","Score16_programming","Score16_inter_comp","Score06_comp_elec","Score06_eng_tech","Score06_telco","Score06_tech_design","Score06_programming","Score06_inter_comp","normalized_tech_design06","normalized_tech_design16","normalized_tech_design21","normalized_programming06","normalized_programming16","normalized_programming21","normalized_comp_elec06","normalized_comp_elec16","normalized_comp_elec21","normalized_inter_comp06","normalized_inter_comp16","normalized_inter_comp21","normalized_eng_tech06","normalized_eng_tech16","normalized_eng_tech21","normalized_telco06","normalized_telco16","normalized_telco21","normalized_tech_design_diff","normalized_programming_diff","normalized_comp_elec_diff","normalized_inter_comp_diff","normalized_eng_tech_diff","normalized_telco_diff"
2252,"Industrial designers",16.9929068495762,36.9818461531522,12.6632006687618,-24.3186454843904,-4.3297061808144,2,31,16,8,"2-3",18.915,26.649,2.436,11.2944,2.82,16.206,15.3468,22.9824,2.509,10.86,2.025,12.834,14.2618,19.7706,1.6432,14.875,2.632,18.1482,0.684380032206119,1.22051282051282,0.912837381848159,0.105466887324339,0.0947368421052631,0.145016535056162,0.468755490087436,0.464363206302595,0.607365301653489,0.630722300140252,0.435014124733324,0.536270645093507,0.604230889926716,0.763111388671122,0.844790172962958,0.0650647047461853,0.100865943572962,0.118774011491517,-0.307675438664661,0.0502796929508985,0.143002095350893,0.101256520360183,0.0816787842918361,0.0179080679185552
7384,"Other trades and related occupations, n.e.c.",144.007185649746,91.7674912935806,139.744678374898,47.9771870813174,-4.26250727484799,3,91,160,138,"2-3",10.208,8.0366,5.084,2.35,1.215,10.4976,11.34,7.722,4.3512,2.2356,0.93,10.5987,7.2325,6.0656,2.727,11.49,3.2926,9.7485,0.52864044168392,0.942769230769231,0.189931988183806,0.131937793770561,0.0435087719298246,0.0624805284018569,0.231269510926119,0.339987521457196,0.321938554738209,0.336202664796634,0.357723998907365,0.344351334313932,0.182587882032255,0.256181984878885,0.254317729020469,0.112640691120437,0.174925425936497,0.253816339713732,-0.752837242585425,0.0189717564720323,-0.0180489667189872,-0.0133726645934331,-0.00186425585841621,0.0788909137772341
7241,"Electricians (except industrial and power system)",85.4035657358808,52.0920734008072,81.2672865885593,29.1752131877521,-4.1362791473215,2,50,82,74,"2-3",7.904,8.294,8.9999,3.5,0,4.9053,7.904,8.294,8.9999,3.5,0,4.9053,11.6436,13.8106,12.0696,3.71,0.4256,3.149,0.170692431561997,0.304410256410256,0.282877429209923,0.0170542200779782,0,0,0.380299201318972,0.233330125747704,0.246410448054758,0.104803646563815,0.160862905372931,0.156335364572389,0.420867713928833,0.275183034587225,0.262483661789526,0.52275640462854,0.361810843189438,0.453518852208207,-0.0215328272003331,0,0.0130803223070542,-0.00452754080054185,-0.0126993727976997,0.0917080090187683
7243,"Power system electricians",85.4035657358808,52.0920734008072,81.2672865885593,29.1752131877521,-4.1362791473215,2,51,83,75,"2-3",7.904,8.294,8.9999,3.5,0,4.9053,7.904,8.294,8.9999,3.5,0,4.9053,11.6436,13.8106,12.0696,3.71,0.4256,3.149,0.170692431561997,0.304410256410256,0.282877429209923,0.0170542200779782,0,0,0.380299201318972,0.233330125747704,0.246410448054758,0.104803646563815,0.160862905372931,0.156335364572389,0.420867713928833,0.275183034587225,0.262483661789526,0.52275640462854,0.361810843189438,0.453518852208207,-0.0215328272003331,0,0.0130803223070542,-0.00452754080054185,-0.0126993727976997,0.0917080090187683
5131,"Producers, directors, choreographers and related occupations",91.1109551987883,86.8305944390046,87.0813823125738,0.250787873569195,-4.02957288621451,1,83,88,79,"0-1",14.3596140625,4.5999296875,8.38110625,1.671828125,1.184925,15.075746875,12.503592,4.93892,9.548036,1.482944,1.014,11.731048,13.8865714285714,3.77569795918367,7.80085714285714,6.70123469387755,1.63937346938776,13.4696428571429,0.308315375839777,0.549844897959184,0.135120697737385,0.0656913438367892,0.0474385964912281,0.0609339424827739,0.456078335222083,0.376106756727394,0.458033845459135,0.466677519535165,0.396877275603456,0.498270960285774,0.112137594963779,0.163731912462297,0.145290461260993,0.335369753948883,0.383846815627186,0.421961696358752,-0.414724200221799,0.0134953459915458,0.0819270887317414,0.101393684682318,-0.0184414512013042,0.0381148807315663
7246,"Telecommunications installation and repair workers",17.5144048966673,11.0613630763868,14.0677242860607,3.0063612096739,-3.4466806106066,2,9,18,11,"2-3",19.9684444444444,15.4273333333333,19.7156666666667,2.31937777777778,2.9716,14.9567777777778,18.72,10.5987,24.4927,3,4.76,11.932,22.508,13.1724444444444,18.8359111111111,14.1669333333333,6.95041111111111,16.6687111111111,0.651802775860745,1.16241504273504,0.187457035184115,0.278509964100831,0.222690058479532,0.152812459423011,0.747354622484695,0.569071217713323,0.641898576126182,0.578846813152563,0.403825607086916,0.494271158740166,0.401234453954442,0.351741984347387,0.488786382921123,0.819779771694575,0.98464698929832,1,-0.974958007550925,-0.0698775990565215,0.0728273584128593,0.0904455516532491,0.137044398573736,0.0153530107016797
2147,"Computer engineers (except software engineers and designers)",7.69982980040229,6.67697063369397,4.54113345521024,-2.13583717848373,-3.15869634519205,1,2,4,1,"0-1",30.8924,24.48615,12.368,6.4125,10.0989,29.99905,31.048875,26.1744,12.651025,5.058275,9.1875,28.22425,29.986,21.6815,13.51,16.4977,14.555,26.341,0.759038417299287,1.35365743589744,0.518271861373895,0.583233489743826,0.429824561403509,0.519328895701656,1,0.951773691382666,1,0.917987377279102,0.96716388494134,1,0.663020939090199,0.869145218512071,0.776174447673312,0.585986198662008,0.508592097963384,0.625284738041001,-0.835385574523541,0.0895043342981476,0.048226308617334,0.0328361150586599,-0.0929707708387596,0.116692640077617
6345,"Upholsterers",257.668144012507,347.891222399124,255.235928953063,-92.655293446061,-2.43221505944402,3,409,320,301,"2-3",1.8683,2.765,1.0143,2.5944,0,4.6258,1.8683,2.765,1.0143,2.5944,0,4.6258,4.466,1.5444,0.5376,3.7248,1.0611,4.4073,0.171373360938578,0.305624615384615,0.209684914954921,0.0425193442780607,0,0,0.137802883900699,0.0459750491226219,0.0485523779552339,0.148923562412342,0.151198614151012,0.146938432443791,0.0434902995957396,0.0915172936127241,0.0870779031255155,0.0165317553686502,0.0407765351000619,0.0462703566450208,-0.0959397004296939,0,0.002577328832612,-0.0042601817072212,-0.00443939048720854,0.00549382154495892
2133,"Electrical and electronics engineers",13.5014641553089,8.83928571428571,11.5655277919429,2.72624207765719,-1.935936363366,1,5,11,7,"0-1",27.3013888888889,26.6083555555556,9.16037777777778,6.98568888888889,5.53777777777778,23.1591555555556,26.201125,27.724,7.486575,6.5664,5.0589,21.283825,23.7375,29.18175,10.39955,20.0743,7.65,19.6909,0.923593282723718,1.64712205128205,0.564598204042633,0.306543194540726,0.236673684210526,0.284776363561824,0.788893468654135,0.801293950390032,0.882282000737215,0.684814165497896,0.727184319990042,0.770039270621747,0.893770882173777,0.920620789540121,0.84350074094754,0.449445576021492,0.300972678957652,0.46170287514591,-1.08252384723942,0.0481026793512979,0.0809880503471833,0.0428549506317055,-0.0771200485925813,0.160730196188258
2132,"Mechanical engineers",7.86379698040475,69.9913773877643,6.01950766372503,-63.9718697240393,-1.84428931667972,1,69,5,2,"0-1",20.43365625,30.01814375,6.1763625,12.37285,7.3823375,21.1453375,20.544,29.328,6.5069625,12.15234375,7.5396875,21.09375,10.7016,21.1098,0.5842,8.316,1.341,13.8276,0.382608695652174,0.682338461538462,1,0.0537352188077273,0.352733918128655,0.379631562008924,0.348473586767031,0.625690277601016,0.657148822168024,0.479228611500701,0.720612083303078,0.702333683546964,0.645432226385838,0.973903453407566,0.951675182099666,0.0185773735316325,0.261590638643435,0.309524487471526,0.317661538461538,0.0268976438802694,0.0314585445670081,-0.0182783997561147,-0.0222282713078995,0.0479338488280902
5224,"Broadcast technicians",17.0812277866207,9.65423821948121,15.5814789127175,5.92724069323629,-1.4997488739032,2,7,17,13,"2-3",25.3011,15.2781,18.732,5.0625,3.9856,18.9154,20.8923,16.6782,18.6615,4.24,2.82,18.48,21.1792,16.6366,22.9414,8.496,2.6167,15.5295,0.390890269151139,0.697107692307692,0.409161995821496,0.104853800935257,0.131929824561404,0.204956702879375,0.702460910577456,0.63650191058286,0.816709937977787,0.53890252454418,0.630236265123146,0.627362050851019,0.507811394360044,0.553694574735248,0.484052003096329,1,0.750223119165735,0.949835106925508,-0.287945696486196,0.0730268783179716,0.180208027394928,-0.00287421427212708,-0.0696425716389187,0.199611987759772
2233,"Industrial engineering and manufacturing technologists and technicians",25.4695576756288,44.7580856947916,24.3336178824961,-20.4244678122955,-1.1359397931327,2,41,31,20,"2-3",15.042,19.0008,2.0862,9.36,3.0456,14.3232,15.56548125,20.7358875,3.87256875,7.799925,3.625,15.48,14.1075,18.5235,1.67375,10.66425,7.6452,15.07165,0.490648723257419,0.875015384615385,0.756495067829966,0.306350853712779,0.169590643274854,0.156617857860655,0.463542440909767,0.471151324060307,0.480403341069719,0.522848877980365,0.526505053438863,0.472969951670519,0.565863068318166,0.688485347267436,0.602153471314544,0.0664057698723464,0.155683659234721,0.100934960731649,-0.118520316785418,-0.0129727854141992,0.00925201700941253,-0.0535351017683436,-0.0863318759528925,-0.0547486985030723
6346,"Funeral directors and embalmers",212.00866781418,247.335600538499,210.996017234012,-36.339583304487,-1.01265058016801,3,311,277,251,"2-3",11.31715,1.788225,4.103275,1.53125,0.493125,12.008325,11.562525,2.5515,3.943925,1.4175,0.3689,7.317025,5.72,2.8282,1.8312,6.5968,1.5386,5.777,0.303510466988728,0.541275897435897,0.123758875279341,0.0616532495582172,0.0172584795321637,0.025358609521124,0.180169466329716,0.346894953640041,0.358297929533325,0.19694950911641,0.244253290872691,0.39514267703299,0.0829872199558205,0.0844251185904676,0.056090028298415,0.0733174132148689,0.158552298328415,0.203801465338455,-0.417517022156556,0.00810012998896027,0.0114029758932848,0.150889386160299,-0.0283350902920525,0.0452491670100401
2111,"Physicists and astronomers",23.7828601236418,21.8289752650177,22.8286532745445,0.9996780095268,-0.9542068490973,1,21,27,18,"0-1",22.7905125,17.1273375,4.2355,5.2041,6.1793,23.608575,21.42291875,14.098,5.70754375,5.135625,5.3524625,22.87220625,19.03275,13.6166,4.735125,13.31951875,11.0709375,19.3572,0.612814297216471,1.09288358974359,0.420606408386103,0.443623601021009,0.250407602339181,0.317766196834234,0.629942767950052,0.652972927459934,0.734409625244221,0.673113604488079,0.782105890549741,0.785148980878336,0.414899181018835,0.467983895613814,0.542718472012487,0.200792128320837,0.229452684666286,0.2105446571244,-0.672277181357486,0.0673585944950527,0.081436697784287,0.00304309032859484,0.0747345763986731,-0.0189080275418857
2253,"Drafting technologists and technicians",43.6783258943894,48.2125912328797,42.7973087259523,-5.4152825069274,-0.881017168437104,2,46,41,41,"2-3",18.2514081632653,22.7206857142857,3.15432653061224,2.38011836734694,2.67178775510204,20.3169428571429,15.859104,20.608256,2.6973,2.4494,3.015376,19.945392,13.147692,17.061648,4.113768,10.114848,2.87238,19.391048,0.465371428571429,0.829936246153846,0.192366218562978,0.115099155703907,0.141070222222222,0.137394823634886,0.431115180345149,0.480265712254736,0.585611901028851,0.674300420757363,0.680905227707298,0.67448263440699,0.520888265372049,0.684245605176789,0.720165657217546,0.173516180576285,0.10843591454737,0.155407125961934,-0.637570027590868,-0.00367539858733623,0.105346188774115,-0.00642259330030837,0.0359200520407562,0.046971211414564
4152,"Social workers",254.57245214371,330.481250790768,253.963082055188,-76.51816873558,-0.609370088521985,1,402,312,300,"0-1",9.09311111111111,0.523166666666667,1.97503333333333,1.28243333333333,1.22,13.7608111111111,9.2402,0.218666666666667,1.55311111111111,0.935,1.05555555555556,13.1674222222222,6.42475555555556,0.213955555555556,1.82706666666667,1.31915555555556,0.873366666666667,8.99437777777778,0.0606926871661173,0.108238404558405,0.10364898413327,0.0349966807850177,0.0493827160493829,0.0627376499179139,0.203979740920428,0.274807312053589,0.285391051725972,0.309760791647187,0.446542888437849,0.454062151245593,0.00255833335042537,0.00693161836679557,0.0159564568184798,0.0731359706882526,0.0624376316045729,0.0952656988406484,-0.00458942042513491,0.013354933868531,0.0105837396723822,0.00751926280774329,0.00902483845168428,0.0328280672360754
5241,"Graphic designers and illustrators",45.8347937412739,69.5485650202798,45.2384442745008,-24.310120745779,-0.596349466773098,2,67,43,43,"2-3",22,8.0542,5.8097,3.1525,2.21595,19.89635,18.7308,3.757975,2.86375,3.2136,1.99155,22.06575,17.779,3.3397,2.309475,9.8952,2.7122,16.946125,0.455265700483092,0.811913846153846,0.254791741595509,0.108680581991289,0.0931719298245614,0.113953684701313,0.587584631809398,0.569406462146868,0.708495600750036,0.588573807854137,0.754220995888786,0.660342088674091,0.0987238415200684,0.124502551189891,0.25487608339784,0.0943124352513564,0.115127479436855,0.290825485329616,-0.557122104558337,0.0207817548767512,0.139089138603168,-0.0938789072146951,0.130373532207949,0.17569800589276
2274,"Engineer officers, water transport",97.1715520286259,71.3672697248886,96.6662531862305,25.2989834613419,-0.505298842395391,2,70,99,84,"2-3",10.1664,14.7294,6.3232,1.3125,1.3125,7.0675,10.1664,14.7294,6.3232,1.3125,1.3125,7.0675,11.2271,16.6208,7.395,8.47,1.7748,11.1134,0.389694041867955,0.694974358974359,0.106079035953721,0.0711180211334485,0.0614035087719298,0.0674943979649689,0.366227684906145,0.303557626345246,0.32057485281198,0.3840603085554,0.23562544734085,0.229029628073125,0.507325297349848,0.488958131253405,0.466644670888164,0.317553686502432,0.254203082662636,0.31701288545881,-0.588895323020638,0.00609088919303903,0.0170172264667338,-0.00659581926772582,-0.0223134603652408,0.0628098027961744
4011,"University professors and lecturers",142.867244912912,96.5826498075194,142.385827766423,45.8031779589036,-0.481417146489008,0,94,158,143,"0-1",15.4625621107266,3.85817525951557,3.16916124567474,1.29074948096886,1.49110294117647,15.856446799308,14.8574658304498,3.68405475778547,3.4071151384083,0.726191003460208,1.04117188581315,15.8692015570934,14.6684224913495,3.70242223183391,3.34478070934256,7.02210951557093,3.14121955017301,15.7866851211073,0.32307842261656,0.576173088457102,0.10432111283729,0.125871826884159,0.0487097958275158,0.0766789297664764,0.482493293354781,0.449173710331731,0.494189912235507,0.547920235662949,0.539962503141099,0.524518488734877,0.109883220787536,0.122047022873858,0.121758538999644,0.139759649055441,0.136971655359616,0.156163664655496,-0.471851975619812,0.0279691339389606,0.0450162019037768,-0.0154440144062216,-0.000288483874214221,0.0191920092958801
6524,"Ground and water transport ticket agents, cargo service representatives and related clerks",189.774578788191,114.35858547572,189.550532797463,75.191947321743,-0.224045990728001,5,122,250,223,"4-5",10.851975,3.2319,4.614625,0.6336,1.0269,13.011025,12.679875,2.5248,3.4945,0.515625,0.884225,15.032875,7.725375,0.4797,1.30065,2.2176,1.802,18.84875,0.102028985507246,0.181956923076923,0.0512088968992593,0.0722079524918155,0.0413672514619883,0.0528076169677916,0.247921368433855,0.381578783993941,0.343048890025307,0.655285764375877,0.511044780764084,0.428853960916159,0.0107341295479298,0.0835381814799559,0.101890156466124,0.0500276553528472,0.140484671110289,0.229879220072757,-0.130748026177664,0.0114403655058033,-0.0385298939686336,-0.0821908198479253,0.0183519749861685,0.0893945489624673
2281,"Computer network technicians",7.53796594569719,15.6223175965665,7.32446076181735,-8.29785683474915,-0.21350518387984,2,14,3,4,"2-3",28.93825,15.576825,15.03596875,6.7275375,9.28163125,28.5968,25.49515,8.538675,12.425775,7.220475,12.2636,28.47495,23.9554,7.16173333333333,12.2696,9.83901111111111,9.16113333333333,24.2950666666667,0.452680520409989,0.807303475783476,0.543733860832387,0.367095827139024,0.57373567251462,0.477301419696451,0.796255253591362,0.779379673633336,0.935940429828357,0.846250584385228,0.97583235653109,0.952855641941584,0.216311118494863,0.283310800037205,0.49352895828839,0.531535881722885,0.499536675966649,0.76134542974195,-0.263569614951089,-0.0964342528181693,0.156560756195021,-0.0229767145895056,0.210218158251185,0.261808753775301
6344,"Jewellers, jewellery and watch repairers and related occupations",230.208078452135,259.916417395101,230.109408847755,-29.807008547346,-0.0986696043800066,3,330,294,273,"2-3",4.130488,6.68904,1.516536,2.552576,0.151232,3.533868,4.28264375,6.48496875,1.616375,2.465625,0.174375,3.67314375,4.21452,7.3718,1.322364,5.545736,0.585,3.640512,0.255152334943639,0.455034748717949,0.206304610497986,0.0234415384060555,0.00815789473684211,0.00777700022326718,0.129306593510548,0.120919058646047,0.122709833077639,0.122037587657784,0.118258551773977,0.110227123345241,0.222773952584006,0.215089515871856,0.211566818522137,0.0509808431809801,0.0649809444171967,0.0718833169006901,-0.248730138219963,-0.000380894513574928,0.00179077443159215,-0.00803142842873601,-0.00352269734971838,0.0069023724834934
2141,"Industrial and manufacturing engineers",30.2885348904481,33.71445930818,30.5591681471475,-3.1552911610325,0.270633256699398,1,28,35,27,"0-1",14.4585,22.7501875,4.533875,7.22235,3.21835,17.38839375,14.33303125,25.48261875,3.71565,7.0556625,3.5114,17.00961875,12.738,24.2558222222222,3.84926666666667,11.7445333333333,4.4472,15.9444,0.540351200061343,0.963654017094014,0.58372565738694,0.178203777093009,0.164276023391813,0.165501406240425,0.417273673257024,0.432894657197046,0.46127545467658,0.553450210378682,0.579394788889696,0.576023324227779,0.742221593235936,0.846165201171953,0.721101591944469,0.161905263589167,0.149375266335941,0.225761143031992,-0.379928359707074,0.0012253828486119,0.0283807974795336,-0.00337146466191685,-0.125063609227484,0.0763858766960512
2148,"Other professional engineers, n.e.c.",22.8953874821844,16.9217176179537,23.3309704753739,6.4092528574202,0.435582993189499,1,15,23,19,"0-1",17.0988532544379,26.407299408284,5.25289940828402,6.93682189349112,4.37222485207101,18.6326715976331,17.2908428571429,26.5640265306122,5.08819591836735,7.21315,4.35428571428571,18.4191183673469,17.1389,25.3632222222222,5.11887222222222,17.5781416666667,5.82955555555556,17.7670527777778,0.808748178820644,1.44230905982906,0.560648669747966,0.233596154608188,0.203709273182957,0.224838616501339,0.565958755084666,0.52470853467585,0.547829657056433,0.61735809178744,0.628131156615005,0.61785657819317,0.776291455836616,0.882088073539783,0.83712229890626,0.217637628058428,0.204553878991716,0.262429847768878,-0.881660390081097,0.0211293433183821,0.0231211223805833,-0.0102745784218351,-0.0449657746335226,0.0578759687771618
8232,"Oil and gas well drillers, servicers, testers and related workers",128.177624492377,258.24989620569,128.852089894476,-129.397806311214,0.674465402099003,2,321,146,125,"2-3",8.4064,15.9064,1.5575,0.69,1.54,3.33,8.4064,15.9064,1.5575,0.69,1.54,3.33,4.83,7.168,1.5015,5.451,0.42,5.72,0.250793650793651,0.447261538461538,0.0557672646156706,0.0168298224453732,0.072046783625731,0.0791934269455635,0.150100679757287,0.248925200137823,0.262879771317677,0.194950911640954,0.106393646117514,0.103372977516285,0.216503916465152,0.528056445076336,0.503984619874878,0.0588444452248424,0.0626140721860854,0.0739723931594872,-0.391494273845868,0.00714664331983246,0.0139545711798543,-0.00302066860122871,-0.0240718252014586,0.0113583209734018
4162,"Economists and economic policy researchers and analysts",56.3032095494035,53.4465750400724,57.427552811847,3.9809777717746,1.1243432624435,1,54,53,51,"0-1",18.047775,1.93155,0.60075,1.565,3.395,21.924,14.5597111111111,2.93013333333333,1.80906666666667,2.0982,4.875,20.9125333333333,17.8667,2.16,1.5928,3.5263,8.1328,16.38,0.162240625718887,0.289337435897436,0.126486621918151,0.325889476151741,0.228070175438596,0.174585509402719,0.590547589767153,0.439931061052081,0.578936541966616,0.568723702664797,0.714346141832837,0.72851271275478,0.0624296236132391,0.0970027947930922,0.0606369681357309,0.0628522765184106,0.072727467644371,0.0251801924319178,-0.162850813979284,-0.053484666035877,0.139005480914535,0.0141665709219432,-0.0363658266573613,-0.0475472752124531
2171,"Information systems analysts and consultants",18.5638710842286,7.57290836653386,19.7547514649607,12.1818430984268,1.19088038073208,1,4,19,14,"0-1",22.89042,11.5636933333333,9.47285333333333,5.84488666666667,8.20170666666667,23.7982,22.646221875,9.976290625,7.5760671875,6.7189171875,8.8046875,23.9181640625,27.22235,14.972125,11.755125,15.6078125,14.7767,27.2613,0.718095813204509,1.28064102564103,0.472396146940007,0.592117231734634,0.411915204678363,0.421767050477667,0.906629660661919,0.690945664792816,0.737684722604671,0.950255960729313,0.81827204763683,0.791524269804581,0.456602766445769,0.33106640484859,0.366213638228663,0.508951774332321,0.304570412690053,0.477638459184713,-0.808244878701019,0.00985184579930459,0.0467390578118548,-0.0267477778322494,0.0351472333800734,0.17306804649466
2146,"Aerospace engineers",6.91809702754642,7.14809597245406,8.2013286759183,1.05323270346424,1.28323164837188,1,3,2,6,"0-1",17.787,29.036,2.9172,12.1875,3.71,25.9616,17.787,29.036,2.9172,12.1875,3.71,25.9616,19.855,32.6346,6.5436,18.3436,3.587,19.9728,0.843965953531171,1.5051158974359,0.985019619570269,0.143734697884652,0.173567251461988,0.190784164914312,0.657722610376096,0.540109823593137,0.570387999423049,0.694698457223001,0.888928076235525,0.864258877915528,1,0.964203616843168,0.920516985393957,0.280179452511808,0.117276257708667,0.143314180804406,-0.520096277865629,0.0172169134523237,0.0302781758299118,-0.0246691983199967,-0.0436866314492111,0.0260379230957393
2275,"Railway traffic controllers and marine traffic regulators",166.701451960413,325.473000919951,168.117040074472,-157.355960845479,1.41558811405898,2,396,202,188,"2-3",8.1189,3.7948,6.069,0.5244,0.75,8.544,8.1189,3.7948,6.069,0.5244,0.75,8.544,2.9232,2.8497,2.5338,2.8424,0.2352,2.3184,0.130775247296986,0.233222564102564,0.0423831211079097,0.00942470056940899,0.0350877192982456,0.0385682274085536,0.0856791491546955,0.240000869152235,0.253455148630397,0.0756802244039271,0.286678492024799,0.278670308888422,0.0836486810772894,0.125725826811411,0.11974797913785,0.1041597162473,0.243983822855443,0.304049229932342,-0.190839442994654,0.00348050811030802,0.0134542794781624,-0.00800818313637675,-0.00597784767356117,0.0600654070768994
7362,"Railway conductors and brakemen/women",166.701451960413,325.473000919951,168.117040074472,-157.355960845479,1.41558811405898,3,397,203,189,"2-3",8.1189,3.7948,6.069,0.5244,0.75,8.544,8.1189,3.7948,6.069,0.5244,0.75,8.544,2.9232,2.8497,2.5338,2.8424,0.2352,2.3184,0.130775247296986,0.233222564102564,0.0423831211079097,0.00942470056940899,0.0350877192982456,0.0385682274085536,0.0856791491546955,0.240000869152235,0.253455148630397,0.0756802244039271,0.286678492024799,0.278670308888422,0.0836486810772894,0.125725826811411,0.11974797913785,0.1041597162473,0.243983822855443,0.304049229932342,-0.190839442994654,0.00348050811030802,0.0134542794781624,-0.00800818313637675,-0.00597784767356117,0.0600654070768994
2283,"Information systems testing technicians",11.8729233841269,17.0494975009405,13.4104386543894,-3.6390588465511,1.5375152702625,2,16,8,9,"2-3",22.7058,11.8338,3.0051,7.205,13.125,23.7165,22.7058,11.8338,3.0051,7.205,13.125,23.7165,24.2525,15.1857,3.7245,11.248,10.95,22.7986,0.517506326201978,0.92291282051282,0.582323393559285,0.438777513754373,0.614035087719298,0.674943979649689,0.806292822682001,0.692795038382384,0.731632639681104,0.793779803646564,0.811299095118063,0.788777474259298,0.46317353663264,0.392770299897687,0.374782685938353,0.156428333128479,0.120809982874096,0.147796892530513,-0.340589426953535,0.0609088919303903,0.03883760129872,-0.0225216208587653,-0.0179876139593341,0.026986909656417
3222,"Dental hygienists and dental therapists",308.755138145678,339.386073228229,310.316594125188,-29.069479103041,1.56145597950996,2,406,354,354,"2-3",6.9647,0.615,0.6732,1.6544,0.69,12.1094,9.0812,2.1063,1.19,0.75,0.3125,10.71,7.1189,2.2044,1.4268,3.145,0,5.764,0.144697492523579,0.258051282051282,0.133712119681399,0,0.0146198830409357,0.0354827692158693,0.227431517493952,0.269871769004169,0.215618976436804,0.196493688639551,0.361572426860852,0.398540869930658,0.0637956177431562,0.0696361896915983,0.0188698399807114,0.0555653105301048,0.0478399652657731,0.0288749872505354,-0.124339162369883,0.0208628861749337,-0.0542527925673646,0.0369684430698062,-0.050766349710887,-0.0189649780152377
9523,"Electronics assemblers, fabricators, inspectors and testers",289.109915294863,132.845000543846,290.843075810199,157.998075266353,1.73316051533601,5,170,340,336,"4-5",8.35833333333333,5.2026,1.20633333333333,1.42222222222222,0.7866,9.592,7.80735555555555,4.18965555555556,0.7392,1.15493333333333,0.728333333333333,9.40403333333333,7.05716666666667,3.6068,0.8388,8.04511111111111,4.5784,7.12415555555555,0.370145438744473,0.660111680911681,0.114947018853556,0.183461093056897,0.0340740740740741,0.040450356906091,0.225345847354172,0.230330170929824,0.261304083675351,0.244184977403771,0.316415925276645,0.313904601807102,0.106941342243061,0.138842382823169,0.164409984391457,0.0297536478727327,0.0297170607768567,0.056063645326896,-0.545164662058125,0.00637628283201699,0.0309739127455277,-0.00251132346954297,0.0255676015682879,0.0263465845500393
512,"Managers - publishing, motion pictures, broadcasting and performing arts",25.004114738997,17.286385655549,26.8731829869604,9.5867973314114,1.8690682479634,1,17,30,23,"0-1",17.9267,5.5404,15.1956,0.93,0.5244,19.7316,17.9267,5.5404,15.1956,0.93,0.5244,19.7316,18.8276,12.9584,17.3313,4.9704,2.415,17.649,0.228681849551415,0.407827692307692,0.0751645740472082,0.0967714790608959,0.0245333333333333,0.0269669046040607,0.62301174371934,0.544446272423352,0.574967546516659,0.613218793828892,0.673512926637829,0.654803109897037,0.39464924101182,0.183712247040221,0.175126581475325,0.753731277765096,0.610888215287884,0.769486281576173,-0.332663118260484,0.00243357127072737,0.0305212740933078,-0.0187098167407922,-0.00858566556489657,0.158598066288289
7532,"Water transport deck and engine room crew",217.387782889864,143.483946918461,219.498904560634,76.014957642173,2.11112167076999,5,186,286,261,"4-5",2.6425,5.1429,2.881,2.5944,0,5.3124,2.6425,5.1429,2.881,2.5944,0,5.3124,5.2819,12.6252,4.5353,3.9694,0.162,1.1592,0.182627099148838,0.325694358974359,0.209684914954921,0.00649150294321538,0,0,0.165368190602322,0.0700071084236372,0.0739316575534663,0.0350350631136045,0.174939230798488,0.170022273586888,0.38439813191073,0.170507846237659,0.162516020963669,0.192020333268951,0.115820957924952,0.141468058341549,-0.116009444019437,0,0.00392454912982908,-0.00491695721160032,-0.00799182527399039,0.0256471004165978
3142,"Physiotherapists",202.235524897878,281.135517256706,204.371066827229,-76.764450429477,2.13554192935101,1,359,266,247,"0-1",11.0098609799292,2.36827012987013,2.41991599763872,1.77102290436835,0.86455253837072,13.2180305785124,8.3258,1.743,2.0178,2.82,0.75,8.2818,7.9952,3.4254,2.2968,2.82,0.5244,8.6664,0.129744651483782,0.231384615384615,0.143137830359889,0.0210132354532231,0.0350877192982456,0.0444590118753656,0.257037447464086,0.246423283346733,0.348224597115546,0.298260869565217,0.277612384123592,0.435813593730192,0.101360456315877,0.0575678656373324,0.0744917747379583,0.0937560358905024,0.0811188923640983,0.117953761821578,-0.0882467850247262,0.00937129257712002,0.101801313768813,0.158201209606599,0.0169239091006259,0.0368348694574797
9446,"Industrial sewing machine operators",447.620482826493,380.150780387704,450.015937412639,69.865157024935,2.395454586146,4,427,446,437,"4-5",2.0328,1.35625,1.42725,0.2975,0,2.587,1.0854,0.7638,0.6664,0.1344,0,2.7738,3.37115,2.874625,0.96425,2.29225,0.4851,1.61355,0.105463538072234,0.188082051282051,0.0240445814828435,0.019438444924406,0,0,0.100813208643594,0.0216729318056948,0.0539449011971729,0.0509659887798036,0.0871618794712474,0.0783929396932129,0.08441551449369,0.0250401945282292,0.0423857594254026,0.0352605748801601,0.0267903805488329,0.0673299221432699,-0.164037469799208,0,0.0322719693914781,-0.00876893977803458,0.0173455648971734,0.0405395415944369
