noc_2016,noc_title,harm.rank06,harm.rank16,harm.rank21,Diff 21 - 06,Diff 21 - 16,Skill Type,,,,,
5245,"Patternmakers - textile, leather and fur products",105.1131873,117.5026035,126.4813422,21.36815494,8.978738745,2,,,,,
431,Commissioned police officers,80.58594245,68.65503285,102.1131328,21.52719039,33.4581,3,,,,,
7313,Refrigeration and air conditioning mechanics,78.33677915,106.9236841,99.92672854,21.58994939,-6.99695558,3,,,,,
2112,Chemists,45.17868452,58.41332853,66.8827918,21.70410728,8.469463269,1,,,,,
1213,"Supervisors, library, correspondence and related information workers",100.7753466,117.4250255,122.6008203,21.82547379,5.175794845,2,,,,,
5113,Archivists,100.7753466,117.4250255,122.6008203,21.82547379,5.175794845,1,,,,,
2113,Geoscientists and oceanographers,35.3953809,53.13323357,57.87643186,22.48105096,4.743198294,1,,,,,
3231,Opticians,215.2447793,220.3607965,238.4576138,23.2128345,18.09681733,2,,,,,
6311,Food service supervisors,315.9108931,302.5373458,339.3350554,23.42416238,36.7977096,3,,,,,
5134,Dancers,444.1341184,431.2803797,468.6468772,24.51275883,37.36649749,1,,,,,
2274,"Engineer officers, water transport",71.36726972,97.17155203,96.66625319,25.29898346,-0.505298842,2,,,,,
211,Engineering managers,15.5650517,13.19355911,42.83726226,27.27221056,29.64370315,1,,,,,
6563,Pet groomers and animal care workers,344.1352542,369.8485287,372.3510024,28.21574821,2.502473664,5,,,,,
1113,"Securities agents, investment dealers and brokers",106.4487959,94.38691382,135.5207365,29.07194065,41.13382272,1,,,,,
7303,"Supervisors, printing and related occupations",128.9123026,169.3969204,158.0715312,29.15922861,-11.32538924,3,,,,,
9211,"Supervisors, mineral and metal processing",128.9123026,169.3969204,158.0715312,29.15922861,-11.32538924,2,,,,,
9212,"Supervisors, petroleum, gas and chemical processing and utilities",128.9123026,169.3969204,158.0715312,29.15922861,-11.32538924,2,,,,,
9213,"Supervisors, food, beverage and associated products processing",128.9123026,169.3969204,158.0715312,29.15922861,-11.32538924,2,,,,,
9214,"Supervisors, plastic and rubber products manufacturing",128.9123026,169.3969204,158.0715312,29.15922861,-11.32538924,2,,,,,
9215,"Supervisors, forest products processing",128.9123026,169.3969204,158.0715312,29.15922861,-11.32538924,2,,,,,
9217,"Supervisors, textile, fabric, fur and leather products processing and manufacturing",128.9123026,169.3969204,158.0715312,29.15922861,-11.32538924,2,,,,,
9221,"Supervisors, motor vehicle assembling",128.9123026,169.3969204,158.0715312,29.15922861,-11.32538924,2,,,,,
9222,"Supervisors, electronics manufacturing",128.9123026,169.3969204,158.0715312,29.15922861,-11.32538924,2,,,,,
9224,"Supervisors, furniture and fixtures manufacturing",128.9123026,169.3969204,158.0715312,29.15922861,-11.32538924,2,,,,,
9226,"Supervisors, other mechanical and metal products manufacturing",128.9123026,169.3969204,158.0715312,29.15922861,-11.32538924,2,,,,,
9227,"Supervisors, other products manufacturing and assembly",128.9123026,169.3969204,158.0715312,29.15922861,-11.32538924,2,,,,,
7241,Electricians (except industrial and power system),52.0920734,85.40356574,81.26728659,29.17521319,-4.136279147,2,,,,,
7243,Power system electricians,52.0920734,85.40356574,81.26728659,29.17521319,-4.136279147,2,,,,,
1434,"Banking, insurance and other financial clerks",203.975218,160.2360478,234.1064578,30.13123975,73.87040997,4,,,,,
1422,Data entry clerks,128.9550397,131.0501095,160.5702005,31.61516081,29.520091,4,,,,,
5242,Interior designers and interior decorators,68.00081936,177.9837969,99.72194012,31.72112076,-78.26185674,2,,,,,
7381,Printing press operators,277.6509858,192.3796584,310.1297827,32.47879689,117.7501243,3,,,,,
7271,Carpenters,186.8112694,156.0601401,220.1214811,33.31021175,64.06134105,2,,,,,
1223,Human resources and recruitment officers,210.3315873,179.352146,243.6828282,33.35124091,64.33068222,2,,,,,
513,"Recreation, sports and fitness program and service directors",277.0507824,348.2641796,310.7405912,33.68980877,-37.52358839,1,,,,,
3132,Dietitians and nutritionists,141.7989165,147.1832672,175.6235227,33.82460618,28.44025552,1,,,,,
3144,Other professional occupations in therapy and assessment,215.2650672,206.0549693,249.2033326,33.93826544,43.14836329,1,,,,,
3113,Dentists,98.9396036,113.0796935,133.0077062,34.06810262,19.92801272,1,,,,,
1313,Insurance underwriters,259.4892565,287.4578238,293.703101,34.21384444,6.245277169,3,,,,,
432,Fire chiefs and senior firefighting officers,52.37556998,70.56219259,87.16168234,34.78611236,16.59948975,3,,,,,
121,"Insurance, real estate and financial brokerage managers",161.4888302,97.83790786,197.6773046,36.18847437,99.83939671,2,,,,,
6343,Shoe repairers and shoemakers,412.3989484,421.7203092,448.8458127,36.44686428,27.12550349,3,,,,,
4012,Post-secondary teaching and research assistants,71.82149544,78.51802696,108.5692451,36.74774964,30.05121812,0,,,,,
111,Financial managers,114.5730987,172.2760254,151.7489205,37.17582184,-20.52710491,1,,,,,
7272,Cabinetmakers,128.6569658,156.0601401,167.1752744,38.51830856,11.11513434,2,,,,,
2122,Forestry professionals,60.20912138,91.33545747,99.20549716,38.99637577,7.870039686,1,,,,,
4422,Correctional service officers,133.1424836,159.2708059,173.1590183,40.01653468,13.88821233,4,,,,,
1312,Insurance adjusters and claims examiners,160.7804049,195.6114283,201.5793375,40.79893259,5.967909193,3,,,,,
9531,Boat assemblers and inspectors,204.3160667,292.4875843,245.6631478,41.3470811,-46.82443652,5,,,,,
1513,"Couriers, messengers and door-to-door distributors",390.5286841,415.2174097,432.0080364,41.4793523,16.79062663,5,,,,,
1114,Other financial officers,135.3086666,113.4542581,176.9561107,41.64744405,63.50185255,1,,,,,
6313,"Accommodation, travel, tourism and related services supervisors",210.7028413,228.7920569,252.4111267,41.70828543,23.61906981,3,,,,,
7295,Floor covering installers,360.3551291,376.2356727,402.6725779,42.31744881,26.4369052,2,,,,,
9231,"Central control and process operators, mineral and metal processing",237.7809787,339.2637473,281.4767517,43.69577298,-57.78699561,2,,,,,
9432,Pulp mill machine operators,260.0364176,211.9392138,304.2385129,44.20209538,92.29929909,4,,,,,
9462,"Industrial butchers and meat cutters, poultry preparers and related workers",362.2501125,400.4250744,406.5450744,44.29496188,6.119999974,4,,,,,
1311,Accounting technicians and bookkeepers,161.2472865,248.813483,206.127896,44.88060946,-42.68558706,3,,,,,
7301,"Contractors and supervisors, mechanic trades",140.5042876,132.8772347,185.4256818,44.92139427,52.5484471,3,,,,,
4021,College and other vocational instructors,98.20972302,154.581855,143.6955301,45.48580709,-10.88632492,0,,,,,
5132,"Conductors, composers and arrangers",152.0845148,179.8088781,197.6664873,45.58197244,17.85760914,1,,,,,
1225,Purchasing agents and officers,110.023811,116.1982076,155.7404724,45.7166614,39.54226484,2,,,,,
4011,University professors and lecturers,96.58264981,142.8672449,142.3858278,45.80317796,-0.481417146,0,,,,,
822,Managers in horticulture,156.2395397,255.1167801,202.8447152,46.60517552,-52.27206495,2,,,,,
9434,Other wood processing machine operators,294.2242151,309.8037202,340.91813,46.6939149,31.11440983,4,,,,,
7292,Glaziers,326.1035859,346.2220473,373.3092675,47.20568167,27.08722018,2,,,,,
601,Corporate sales managers,139.9974578,124.3920892,187.5250703,47.52761244,63.13298106,0,,,,,
7384,"Other trades and related occupations, n.e.c.",91.76749129,144.0071856,139.7446784,47.97718708,-4.262507275,3,,,,,
6533,Casino occupations,333.503958,392.5243449,381.5118894,48.00793139,-11.01245551,5,,,,,
6322,Cooks,367.937099,396.0999306,416.7570548,48.81995589,20.65712421,3,,,,,
9461,"Process control and machine operators, food, beverage and associated products processing",295.7846379,340.5060986,345.0371424,49.25250454,4.531043815,4,,,,,
2212,Geological and mineral technologists and technicians,52.51081965,84.78956156,101.9536391,49.44281943,17.16407753,2,,,,,
7244,Electrical power line and cable workers,113.4835049,120.4988754,163.5569102,50.07340529,43.05803481,2,,,,,
5112,Conservators and curators,168.1705531,159.3637301,220.5341316,52.36357848,61.17040148,1,,,,,
1251,"Court reporters, medical transcriptionists and related occupations",75.80450972,119.1435686,128.5107224,52.70621265,9.367153778,2,,,,,
1525,Dispatchers,59.53334541,58.71524537,112.2846808,52.75133535,53.56943539,5,,,,,
2262,Engineering inspectors and regulatory officers,113.6594586,309.6802591,166.4296216,52.77016294,-143.2506375,2,,,,,
1111,Financial auditors and accountants,77.64171856,122.713189,130.7835471,53.14182855,8.070358153,1,,,,,
1432,Payroll clerks,234.8134943,256.106002,288.5429734,53.72947908,32.43697135,4,,,,,
9532,Furniture and fixture assemblers and inspectors,259.4252146,309.6802591,314.4640681,55.03885348,4.783808963,5,,,,,
8241,Logging machinery operators,363.4706708,412.102543,419.815751,56.34508021,7.713207966,2,,,,,
8612,Landscaping and grounds maintenance labourers,335.5307989,357.0539776,391.8782696,56.34747063,34.82429196,6,,,,,
7281,Bricklayers,278.3644315,330.5435549,334.9702792,56.60584771,4.426724343,2,,,,,
7441,Residential and commercial installers and servicers,192.3692865,119.5248343,249.702498,57.33321145,130.1776637,4,,,,,
4166,"Education policy researchers, consultants and program officers",82.85570141,156.7326331,141.7159853,58.86028392,-15.01664779,1,,,,,
4111,Judges,245.1162164,255.8646405,304.2056916,59.0894752,48.34105108,1,,,,,
7283,Tilesetters,276.813838,321.4320611,335.9462112,59.13237318,14.51415015,2,,,,,
1523,Production logistics co-ordinators,126.0720265,161.3551698,185.2682609,59.19623445,23.91309108,5,,,,,
4031,Secondary school teachers,116.9900256,130.8048277,177.48684,60.49681439,46.68201227,0,,,,,
7511,Transport truck drivers,294.2277057,244.935419,355.2112245,60.98351877,110.2758055,5,,,,,
8614,Mine labourers,230.7117075,178.3809938,291.8126377,61.1009302,113.4316439,6,,,,,
7335,Other small engine and small equipment repairers,156.277289,197.0680033,217.3997524,61.1224634,20.33174912,3,,,,,
8431,General farm workers,392.3449097,435.287006,455.1510618,62.80615217,19.86405578,4,,,,,
7312,Heavy-duty equipment mechanics,101.1913619,81.63822435,164.1115465,62.92018464,82.47332216,3,,,,,
6562,"Estheticians, electrologists and related occupations",370.3282797,404.3933251,434.9171824,64.5889027,30.52385725,5,,,,,
2243,Industrial instrument technicians and mechanics,64.59502569,64.95631721,129.6171234,65.02209774,64.66080622,2,,,,,
7318,Elevator constructors and mechanics,39.18357974,95.14083302,104.2336842,65.05010444,9.09285116,3,,,,,
7293,Insulators,300.8885625,344.211878,366.0483548,65.15979229,21.83647677,2,,,,,
6231,Insurance agents and brokers,142.0805677,238.8523447,207.2763153,65.19574763,-31.57602939,2,,,,,
821,Managers in agriculture,183.9247408,153.0871181,249.7966893,65.87194842,96.70957112,2,,,,,
3217,"Cardiology technologists and electrophysiological diagnostic technologists, n.e.c.",106.7971611,158.4824958,173.1418314,66.34467032,14.65933569,2,,,,,
421,Administrators - post-secondary education and vocational training,158.6818681,202.1589271,225.1157548,66.43388667,22.95682773,2,,,,,
9235,"Pulping, papermaking and coating control operators",291.2626129,321.1796361,358.0310035,66.76839053,36.85136736,2,,,,,
7314,Railway carmen/women,119.4465956,304.9592428,186.9355014,67.48890583,-118.0237413,3,,,,,
3211,Medical laboratory technologists,103.2046512,270.2854103,170.9536773,67.74902617,-99.33173293,2,,,,,
7322,Motor vehicle body repairers,310.6389593,359.0794353,378.8883036,68.24934425,19.80886825,3,,,,,
4421,Sheriffs and bailiffs,77.51862161,169.9508152,146.4227997,68.90417809,-23.52801549,4,,,,,
4412,"Home support workers, housekeepers and related occupations",389.8650613,432.1498664,458.8088857,68.94382438,26.65901928,4,,,,,
9446,Industrial sewing machine operators,380.1507804,447.6204828,450.0159374,69.86515702,2.395454586,4,,,,,
9423,Rubber processing machine operators and related workers,263.8186941,296.4634264,334.0197176,70.20102347,37.55629122,4,,,,,
7334,"Motorcycle, all-terrain vehicle and other related mechanics",118.44179,197.3751737,188.6544538,70.21266387,-8.720719831,3,,,,,
422,School principals and administrators of elementary and secondary education,174.1644457,204.5361957,246.2295332,72.0650875,41.69333749,2,,,,,
9414,"Concrete, clay and stone forming operators",255.1233388,286.7038035,327.3980557,72.27471687,40.6942522,4,,,,,
1221,Administrative officers,100.4097284,186.3320931,173.3788475,72.96911904,-12.95324565,2,,,,,
9435,Paper converting machine operators,269.9471989,317.6109739,344.0661588,74.11895992,26.45518486,4,,,,,
7535,Other automotive mechanical installers and servicers,146.8681593,206.5509688,221.8526627,74.98450341,15.3016939,5,,,,,
6531,Tour and travel guides,323.1040556,333.2018563,398.1393709,75.0353153,64.93751453,5,,,,,
631,Restaurant and food service managers,222.7113424,227.6932654,297.7558874,75.04454497,70.062622,3,,,,,
6524,"Ground and water transport ticket agents, cargo service representatives and related clerks",114.3585855,189.7745788,189.5505328,75.19194732,-0.224045991,5,,,,,
8231,Underground production and development miners,214.8349882,273.0298223,290.2241129,75.38912468,17.19429062,2,,,,,
2123,"Agricultural representatives, consultants and specialists",176.6889582,132.0927749,252.4167688,75.72781057,120.3239939,1,,,,,
7532,Water transport deck and engine room crew,143.4839469,217.3877829,219.4989046,76.01495764,2.111121671,5,,,,,
4413,Elementary and secondary school teacher assistants,329.0942667,275.9490692,405.2671999,76.17293319,129.3181308,4,,,,,
7236,Ironworkers,182.9333426,250.3609602,259.9613715,77.02802889,9.600411267,2,,,,,
9611,Labourers in mineral and metal processing,315.7250943,360.175882,393.1142707,77.38917643,32.9383887,6,,,,,
9614,"Labourers in wood, pulp and paper processing",315.7250943,360.175882,393.1142707,77.38917643,32.9383887,6,,,,,
9615,Labourers in rubber and plastic products manufacturing,315.7250943,360.175882,393.1142707,77.38917643,32.9383887,6,,,,,
9617,"Labourers in food, beverage and associated products processing",315.7250943,360.175882,393.1142707,77.38917643,32.9383887,6,,,,,
9618,Labourers in fish and seafood processing,315.7250943,360.175882,393.1142707,77.38917643,32.9383887,6,,,,,
1122,Professional occupations in business management consulting,46.84568274,103.6766885,124.5737863,77.72810355,20.89709777,1,,,,,
7237,Welders and related machine operators,260.6183165,319.8124952,342.891015,82.2726985,23.07851975,2,,,,,
9612,Labourers in metal fabrication,309.3458115,360.175882,393.1142707,83.76845928,32.9383887,6,,,,,
9463,Fish and seafood plant workers,263.5296805,312.0546153,347.8510979,84.3214174,35.79648268,4,,,,,
6561,"Image, social and other personal consultants",344.1605808,400.5042239,429.4390881,85.2785073,28.93486422,5,,,,,
9536,"Industrial painters, coaters and metal finishing process operators",288.9547604,355.7429821,375.7059305,86.75117006,19.96294834,5,,,,,
3125,Other professional occupations in health diagnosing and treating,172.2319729,147.2804775,261.0552608,88.8232879,113.7747833,1,,,,,
9232,"Petroleum, gas and chemical process operators",98.89150803,178.1325025,188.0940949,89.20258683,9.961592369,2,,,,,
9411,"Machine operators, mineral and metal processing",190.2797583,339.2637473,281.4767517,91.19699342,-57.78699561,4,,,,,
8211,"Supervisors, logging and forestry",175.7597494,185.6295813,268.301247,92.54149765,82.67166575,2,,,,,
7332,Appliance servicers and repairers,87.74232338,214.6112992,180.294186,92.55186259,-34.31711319,3,,,,,
7371,Crane operators,211.311779,267.0514269,304.2094149,92.89763585,37.15798795,3,,,,,
3234,Paramedical occupations,149.9756133,79.71768481,243.2391245,93.26351123,163.5214397,2,,,,,
7451,Longshore workers,316.3757508,420.3410964,410.4622038,94.086453,-9.878892562,4,,,,,
6551,Customer services representatives - financial institutions,72.30734274,154.258771,168.8396995,96.53235674,14.58092853,5,,,,,
8421,Chain saw and skidder operators,362.3013156,436.6795298,459.4786447,97.17732908,22.79911485,4,,,,,
5212,Technical occupations related to museums and art galleries,103.7627344,134.158868,201.3270916,97.56435725,67.16822363,2,,,,,
8615,"Oil and gas drilling, servicing and related labourers",218.3474117,241.7829329,317.1225231,98.77511142,75.33959026,6,,,,,
1314,"Assessors, valuators and appraisers",129.1365906,164.5471483,228.1926437,99.05605304,63.64549535,3,,,,,
7521,Heavy equipment operators (except crane),250.9923757,304.5583239,353.5905191,102.5981434,49.03219519,5,,,,,
114,Other administrative services managers,129.3133733,132.6484316,234.5332277,105.2198543,101.8847961,1,,,,,
4214,Early childhood educators and assistants,320.1593376,404.3520948,426.1459368,105.9865992,21.79384193,2,,,,,
7294,Painters and decorators (except interior decorators),359.9919686,403.3869295,467.7779132,107.7859446,64.39098372,2,,,,,
9416,Metalworking and forging machine operators,139.5495131,231.0094675,247.5081198,107.9586067,16.49865231,4,,,,,
5211,Library and public archive technicians,143.5022057,104.5737868,251.496311,107.9941053,146.9225243,2,,,,,
9441,"Textile fibre and yarn, hide and pelt processing machine operators and workers",278.7165398,351.4667674,386.720184,108.0036443,35.2534166,4,,,,,
3236,Massage therapists,228.7399824,395.3039026,337.1936836,108.4537012,-58.11021904,2,,,,,
6525,Hotel front desk clerks,100.1525709,197.8988145,208.6600697,108.5074988,10.76125517,5,,,,,
8422,Silviculture and forestry workers,78.27131464,179.3841068,187.0302599,108.7589452,7.646153103,4,,,,,
5135,Actors and comedians,348.0316133,370.022838,458.3232377,110.2916244,88.3003997,1,,,,,
9471,Plateless printing equipment operators,114.5635053,134.1178373,224.8945585,110.3310532,90.77672116,4,,,,,
4154,Professional occupations in religion,173.6695795,255.5153186,286.6474327,112.9778532,31.13211411,1,,,,,
7291,Roofers and shinglers,214.5592255,303.6422892,330.0125879,115.4533624,26.37029869,2,,,,,
6611,Cashiers,295.0311837,360.5616921,412.1065417,117.0753581,51.54484959,6,,,,,
9418,Other metal products machine operators,180.7140511,272.1194586,302.0938196,121.3797684,29.97436094,4,,,,,
3114,Veterinarians,151.8548153,212.5243345,273.3526272,121.4978119,60.8282927,1,,,,,
9422,Plastics processing machine operators,146.7787056,250.7016856,269.7071051,122.9283995,19.00541952,4,,,,,
7361,Railway and yard locomotive engineers,168.8920526,191.531445,292.3433774,123.4513248,100.8119324,3,,,,,
7252,"Steamfitters, pipefitters and sprinkler system installers",41.75976804,154.0093497,166.2997487,124.5399807,12.29039907,2,,,,,
7253,Gas fitters,41.75976804,154.0093497,166.2997487,124.5399807,12.29039907,2,,,,,
9431,Sawmill machine operators,272.8451476,367.9165153,397.6981025,124.8529549,29.78158716,4,,,,,
2271,"Air pilots, flight engineers and flying instructors",104.9489351,63.25664602,236.9868575,132.0379224,173.7302115,2,,,,,
1411,General office support workers,211.3230669,282.8577402,345.8295451,134.5064782,62.97180492,4,,,,,
8255,"Contractors and supervisors, landscaping, grounds maintenance and horticulture services",125.1232796,221.5732291,260.8628336,135.739554,39.28960458,2,,,,,
7234,Boilermakers,123.462317,235.7322086,260.7033316,137.2410146,24.97112298,2,,,,,
6732,Specialized cleaners,262.9925506,374.3520946,400.435076,137.4425255,26.08298148,7,,,,,
7284,"Plasterers, drywall installers and finishers and lathers",242.2202518,353.4270657,380.5348485,138.3145967,27.10778277,2,,,,,
6332,Bakers,200.4167112,315.9258647,342.106134,141.6894228,26.18026925,3,,,,,
7444,Pest controllers and fumigators,276.3399489,385.6467815,419.2643592,142.9244103,33.61757772,4,,,,,
9412,Foundry workers,234.499147,348.9437462,378.8280849,144.3289379,29.88433874,4,,,,,
9241,Power engineers and power systems operators,121.2888829,259.9488151,266.6517439,145.362861,6.702928849,2,,,,,
9421,Chemical plant machine operators,109.5402762,196.8702071,255.5000348,145.9597586,58.62982768,4,,,,,
414,Other managers in public administration,43.14135165,214.0861984,190.0033572,146.8620055,-24.08284118,1,,,,,
6316,Other services supervisors,199.7512579,319.1195714,351.3093214,151.5580635,32.18975002,3,,,,,
6314,Customer and information services supervisors,199.7512579,319.1195714,356.1126375,156.3613796,36.99306616,3,,,,,
6564,Other personal service occupations,199.7512579,319.1195714,356.1126375,156.3613796,36.99306616,5,,,,,
9523,"Electronics assemblers, fabricators, inspectors and testers",132.8450005,289.1099153,290.8430758,157.9980753,1.733160515,5,,,,,
7235,Structural metal and platework fabricators and fitters,122.8711596,254.4374926,282.6882992,159.8171396,28.25080661,2,,,,,
8412,Oil and gas well drilling and related workers and services operators,145.0163708,368.829804,305.099291,160.0829202,-63.73051296,4,,,,,
6312,Executive housekeepers,147.6118435,290.6960085,308.2595022,160.6476587,17.56349366,3,,,,,
6315,Cleaning supervisors,147.6118435,290.6960085,308.2595022,160.6476587,17.56349366,3,,,,,
1227,Court officers and justices of the peace,134.4619478,191.4273491,298.5575074,164.0955595,107.1301582,2,,,,,
1526,Transportation route and crew schedulers,102.2947676,109.0092325,268.2649068,165.9701392,159.2556743,5,,,,,
4168,Program officers unique to government,124.6060022,269.2289485,296.3031528,171.6971506,27.0742043,1,,,,,
8442,Trappers and hunters,154.2069891,351.8079796,327.2187191,173.0117299,-24.58926053,4,,,,,
6741,"Dry cleaning, laundry and related occupations",257.7720266,400.909623,431.6992776,173.9272509,30.78965457,7,,,,,
7442,Waterworks and gas maintenance workers,89.37607911,142.4576062,265.2358424,175.8597633,122.7782362,4,,,,,
823,Managers in aquaculture,25.67249956,119.128226,202.8447152,177.1722156,83.7164892,2,,,,,
6221,Technical sales specialists - wholesale trade,38.40733662,109.8070403,223.9639042,185.5565675,114.1568639,2,,,,,
9524,"Assemblers and inspectors, electrical appliance, apparatus and equipment manufacturing",136.6900499,335.3192604,322.2499358,185.5598859,-13.06932457,5,,,,,
8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",135.2692783,209.5321996,321.4021518,186.1328735,111.8699521,2,,,,,
9417,Machining tool operators,60.48980708,242.555006,268.8945173,208.4047102,26.33951122,4,,,,,
8261,Fishing masters and officers,115.2127723,159.6371764,327.2187191,212.0059468,167.5815426,2,,,,,
8262,Fishermen/women,115.2127723,159.6371764,327.2187191,212.0059468,167.5815426,2,,,,,
8441,Fishing vessel deckhands,115.2127723,159.6371764,327.2187191,212.0059468,167.5815426,4,,,,,
8432,Nursery and greenhouse workers,238.8622142,450.5916778,481.9890225,243.1268083,31.39734475,4,,,,,
9442,"Weavers, knitters and other fabric making occupations",199.0459275,442.9186628,469.6737141,270.6277866,26.75505133,4,,,,,
